Category,User-Agent,Screen Resolution,OS,Language,CPU/GPU Specs,Browser Fingerprinting,Plugins,Canvas Fingerprint,Timezone,IP Address (Masked),Connection Speed,Proxy/VPN Detection,Mouse Movement Patterns,Click Timings,Scroll Depth,Touch Pressure,Page Load Time,Dwell Time,Inactivity Patterns,Keystroke Dynamics,Small Pointer Movements
Bot,curl/7.64.1,1280x800,Custom OS,fr-FR,Unknown,Repeated,No Plugins Detected,Same Hash,No Timezone Info,IPv6 Tunnel,Unrealistic Speed,Detected,Predictable Paths,"[0.4, 0.4, 0.5]",Full Scroll Immediately,Emulated Pressure,"[0.26, 0.29, 0.15]","[0.2, 0.3, 0.7]",Timed Triggers,Perfect Rhythm,Snaps to Target
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1536x864,Windows 11,en-GB,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+3,192.168.x.x,100 Mbps,Not Detected,Occasional Pauses,"[2.6, 0.9, 2.7]",Varies Depending on Content,Slightly Hard Press,"[2.8, 4.2, 3.9] $$$","[58.4, 38.1, 16.0]",Bursts of Activity,Occasional Errors,Small Adjustments
Bot,,300x300,Unknown Unix,fr-FR,Virtual CPU,Repeated ???,No Plugins Detected,Same Hash,No Timezone Info,Spoofed IP,Low Latency Bot,Detected,Predictable Paths !@#,"[0.5, 0.5, 0.5]",No Scroll,Constant Pressure,"[0.5, 0.3, 0.1]","[0.4, 0.9, 0.3]",Continuous Activity,No Errors,Precise Placement
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1440x900,Windows 10,en-US,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+1,172.16.x.x,200 Mbps,Not Detected,Occasional Pauses,"[1.9, 1.1, 2.4]",,Slightly Hard Press,"[1.8, 2.8, 4.7]","[54.5, 33.4, 52.7]",Bursts of Activity,Occasional Errors,Jittery Movements
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,,iOS,de-DE,"Apple M1, Integrated GPU",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+1,172.16.x.x,50 Mbps,Not Detected,Hovering,"[1.2, 2.1, 1.5]",Multiple Scrolls,Light Tap,"[1.0, 2.4, 2.5]","[14.3, 25.7, 45.7]",Bursts of Activity,,Jittery Movements
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,2560x1440 !@#,iOS,,"Apple M1, Integrated GPU",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC+8,192.168.x.x,50 Mbps,Not Detected,"Smooth, Curved Movements","[1.1, 0.7, 2.9]",Multiple Scrolls,Slightly Hard Press,"[2.28, 1.05, 2.69]","[26.7, 19.6, 26.3]",Pause After Action,Natural Pauses,Jittery Movements
Bot,HeadlessChrome/88.0.4324.96,320x240,,de-DE,Unknown,Repeated,No Plugins Detected,,Randomized,Datacenter IP,Unrealistic Speed,Detected,,"[0.5, 0.5, 0.6]",Instant Scroll,,"[0.4, 0.2, 0.2]","[0.8, 0.3, 0.2]",Continuous Activity,No Errors,Snaps to Target
Bot,,1280x800,Headless Chrome,de-DE,Emulated GPU,Repeated,Basic Plugins,Same Hash,No Timezone Info,,High Speed,Detected,Too Precise,"[0.5, 0.4, 0.5]",No Scroll,Same Pressure,"[0.4, 0.3, 0.1]","[0.7, 0.8, 0.7]",Timed Triggers,Perfect Rhythm,Snaps to Target
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1600x900,,en-SU,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC-7,172.16.x.x,100 Mbps,Not Detected,Erratic,,Slow Scroll,Natural Touch,"[5.0, 3.3, 3.8]","[48.53, 57.33, 44.44]",Periodic Inactivity,Natural Pauses,Hover Flickers
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1280x720,Windows 11,en-GB,"Intel Core i5, Intel Iris Xe",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+8,172.16.x.x,75 bMps,Not Detected,Occasional Pauses,"[2.7, 2.2, 1.3]",Partial Scroll,Slightly Hard Press,"[3.5, 1.8, 1.3]","[22.2, 11.9, 13.7]",Bursts of Activity,Natural Pauses,Small Adjustments
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1600x900,Linux,es-ES,"Apple M1, Integrated GPU",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,,192.168.x.x,75 Mbps,Not Detected,Erratic,"[2.5, 2.3, 0.6]",Varies Depending on Content,Slightly Hard Press !@#,"[1.8, 1.2, 3.5]","[25.1, 12.3, 56.9]",Bursts of Activity,Natural Pauses,Hover Flickers
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1280x720,iOS,en-US,"Intel Core i9, NVIDIA RTX 3070",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC-7,192.168.x.x,50 Mbps,Not Detected,Erratic,"[2.4, 2.0, 2.6]",Slow Scroll,Light Tap,"[1.0, 2.5, 3.6]","[12.3, 31.7, 45.0]",Periodic Inactivity,Natural Pauses,Hesitant
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1440x900,Linux,es-ES,"Apple M1, Integrated GPU",Uniqeu,,Unique Hash,UTC+1,192.168.x.x,50 Mbps,Not Detected,Hovering,"[2.9, 0.9, 0.9]",Slow Scroll,Natural Touch,"[1.0, 4.1, 1.1] ???","[18.7, 12.2, 10.4]",Periodic Inactivity,Occasional Errors,Jittery Movements
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,828x1792 $$$,Linux,es-ES,"Apple M1, Integrated GPU",Unique,"Java Applet Plugin, PDF Viewer",UniqueH ash,UTC+1,192.168.x.x,20 Mbps,Not Detected,Hovering,"[1.1, 0.7, 0.7]",Slow Scroll,Natural Touch,"[2.1, 3.1, 4.6]","[31.2, 52.0, 45.1]",Periodic Inactivity,Varied Typing Speed,Hesitant
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1440x900,iOS,en-GB,"Intel Core i5, Intel Iris Xe",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+1,10.0.x.x,75 Mbps,Not Detected,Erratic,"[2.4, 2.5, 2.2]",Varies Depending on Content,Light Tap,"[3.41, 1.0, 1.03]","[35.5, 54.8, 17.1]",Pause After Action,Occasional Errors,Jittery Movements
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1920x1080,Linux,fr-FR,"Apple M1, Integrated GUP",Unique,,Unique Hash,UTC-5,172.16.x.x,50 Mbps,Not Detected,Erratic,"[2.3, 0.6, 2.0]",Varies Depending on Content,Natural Touch,"[1.9, 3.2, 2.3]","[58.5, 49.9, 31.8]",Bursts of Activity,Occasional Errors,Small Adjustments
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1170x2532,macOS,en-GB,"Apple M1, Integrated GPU",Unique,"Flash, PDF Viewer, Widevine CDM",Uinque Hash,UTC+3,172.16.x.x,100 Mbps,Not Detected,Occasional Pauses,"[0.5, 2.8, 0.6]",Partial Scroll,Light Tap,"[2.7, 3.7, 3.7]","[26.3, 12.5, 21.3]",Bursts of Activity,Natural Pauses,Small Adjustments
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1440x900,Windows 10,de-DE,"Intel Core i5, Intel Iris Xe",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+3,172.16.x.x,50 Mbps,,Occasional Pauses,"[2.8, 0.8, 1.5]",Slow Scroll,Slightly Hard Press,"[1.1, 2.3, 1.3]","[22.6, 21.3, 53.6]",,Occasional Errors,Hover Flickers
Bot,Scrapy/2.4.1 (+https://scrapy.org),1024x768,Linux,en-GB ???,Emulated GPU,Rpeeated,No Plugins Detected,Same Hash,Randomized,IPv6 Tunnel,Burst Mode,Detected,Linear Movements,"[0.5, 0.5, 0.4]",Full Scroll Immediately,Emulated Pressure,"[0.5, 0.3, 0.2]","[0.4, 0.3, 0.1]",,Constant yTping Speed,No Jitter
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1170x2532,Windows 10,en-US,"Intel Core i5, Intel Iris Xe",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+3,192.168.x.x,75 Mbps,Not Detected,Hovering,"[1.5, 1.0, 2.3]",Multiple Scrolls,Natural Touch,"[2.0, 3.8, 4.1]","[31.5, 33.0, 20.3]",Periodic Inactivity,Occasional Errors,Hesitant
Bot,Googlebot/2.1 (+http://www.google.com/bot.html),300x300,Unknown Unix,en-GB,Geneirc CPU/GPU,Repeated,Emulated Flash,Same Hash,,Datacenter IP,High Speed,Detected,Too Precise,"[0.6, 0.5, 0.6]",No Scroll,Same Pressure,"[0.4, 0.5, 0.1]","[0.6, 0.3, 0.5]",No Breaks,Perfect Rhythm,Snaps to Target
Bot,Java/1.8.0_281,1024x768,Headless Chrome,en-GB,Unknown,Repeated,Emulated Flash,Same Hash,UTC+0,IPv6 Tunnel,,Detected,Linear Movements,"[0.6, 0.5, 0.5]",Jump to Bottom,Constant Pressure,"[0.4, 0.3, 0.4]","[0.8, 0.1, 0.1]",Timed Triggers,,Snaps to Target
Bot,,1280x800,Unknown Unix,fr-FR,Virtual CPU,Repeated,No Plugins Detected,Same Hash,Randomized,IPv6 Tunnel,,Detected,No Movement,"[0.6, 0.4, 0.4]",Instant Scroll,Constant Pressure,"[0.5, 0.3, 0.4]","[1.0, 0.4, 1.0]",No Breaks,No Errors,Snaps to Target
Bot,curl/7.64.1,,Unknown Unix,en-US,No GPU Info,Repeated,No Plugins Detected,Same Hash,Spoofed,IPv6 Tunnel,Unrealistic Speed,Detected,Linear Movements,"[0.5, 0.4, 0.5]",Jump to Bottom,Same Pressure,"[0.2, 0.4, 0.2]","[0.9, 03., 0.6]",Continuous Activity,Perfect Rhythm,
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,,Windows 10,fr-FR,"Apple M1, Integrated GPU",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC+8,172.16.x.x,,Not Detected,Hovering,"[2.2, 2.3, 2.2]",Slow Scroll,Varied Pressure Levels,"[1.5, 4.7, 1.9]","[15.3, 17.4, 43.9]",Bursts of Activity,Varied Typing Speed,Hover Flickers
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110 RANDOM_TEXT,,iOS,es-ES,"Apple M1, Integrated GPU",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,,172.16.x.x,100 Mbps,Not Detected,Erratic,"[2.4, 2.6, 0.8]",,Light Tap,"[1.1, 1.2, 2.8]",,Bursts of Activity,Occasional Errors,Jittery Movements
Bot,HeadlessChrome/88.0.4324.96,300x300,Linux,,No GPU Info,Repeated,Basic Plugins,Same Hash,No Timezone Info,IPv6 Tunnel,Low Latency Bot,Detected,,"[0.5, 0.5, 0.5]",Full Scroll Immediately,Emulated Pressure,"[0.1, 0.3, 0.1]","[0.9, 1.0, 0.8]",Timed Triggers,Perfect Rhythm,Precise Placement
Bot,HeadlessChrome/88.0.4324.96,640x480,Unknown Unix,es-ES,Generic CPU/GPU,Repeated,No Plugins Detected,Same Hash,UTC+0,IPv6 Tunnel,High Speed,Detected,No Movement,"[0.5, 0.5, 0.6]",Instant Scroll,Same Pressure,"[0.39, 0.59, 0.15]","[0.6, 0.7, 0.3]",Continuous Activity,Perfect Rhythm,No Jitter
Human,,1920x1080,Android,en-GB,"Intel Core i9, NVIDIA RTX 3070",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC+8,10.0.x.x,20 Mbps,Not Detected,Erratic,"[1.0, 2.9, 1.3]",Multiple Scrolls,Light Tap,"[4.5, 1.2, 4.7]","[50.0, 36.7, 34.2]",Periodic Inactivity,Varied Typing Speed,Hesitant
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,2560x1440,Windows 11,fr-FR,"Apple M1, Integrated GPU",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC-7,192.168.x.x,100 Mbps,Not Detected,Erratic,"[1.03, 0.61, 2.65]",Multiple Scrolls,Varied Pressure Levels,"[1.2, 2.7, 3.8]","[49.8, 41.6, 20.8]",Bursts of Activity,Varied Typing Speed,Small Adjustments
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1920x1080,Android,fr-FR,"Apple M1, Integrated GPU",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+8,192.168.x.x,75 Mbps,Not Detected,Occasional Pauses,,Multiple Scrolls,Slightly Hard Press,"[3.9, 3.7, 4.7]","[56.6, 14.6, 10.3]",Pause After Action,Varied Typing Speed,Small Adjustments
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1440x900,Linxu !@#,de-DE,"Apple M1, Integrated GPU",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC+1,10.0.x.x,50 Mbps,Not Detected,Hovering,"[0.94, 2.11, 1.51]",Varies Depending on Content,Natural Touch,"[2.6, 1.2, 4.4]","[36.4, 53.5, 27.7]",Bursts of Activity,Varied Typing Speed,Hover Flickers
Bot,Scrapy/2.4.1 (+https://scrapy.org),800x600,Headless Chrome,en-GB,Unknown,Repeated,Emulated Flash,Same Hash,Spoofed,Proxy/VPN IP,Burst Mode,Detected,Too Precise,"[0.5, 0.5, 0.5]",No Scroll,Same Pressure,"[0.1, 0.4, 0.4]","[1.0, 0.9, 0.5]",No Breaks,,No Jitter
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1600x900,Windows 11,de-DE,"Intel Core i5, Intel Iris Xe",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC-7,10.0.x.x,50 Mbps,Not Detected,"Smooth, Curved Movements","[0.9, 2.1, 0.9]",Varies Depending on Content,Varied Pressure Levels,"[4.7, 4.5, 3.2]","[18.0, 33.7, 49.9]",Bursts of Activity,Occasional Errors,Small Adjustments
Bot,Googlebot/2.1 (+http://www.google.com/bot.html) ???,9999x9999,Unknown,en-GB,Generic CPU/GPU,Repeated,Emulated Flash,,Randomized,IPv6 Tunnel,Unrealistic Speed,Detected,Linear Movements,"[0.5, 0.5, 0.4]",Jump to Bottom,Emulated Pressure,"[0.36, 0.39, 0.19]","[0.9, 0.6, 1.0]",Continuous Activity,No Errors,No Jitter
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1366x768,Android,en-US,"Intel Core i5, Intel Iris Xe",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC-5,172.16.x.x,50 Mbps,Not Detected,"Smooth, Curved Movements","[0.7, 1.6, 1.5]",Multiple Scrolls,Natural Touch,,"4[2.6, 11.5, 29.9]",Pause After Action,Occasional Errors,Small Adjustments
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,828x1792,macOS,,"Intel Core i7, NVIDIA GeForce GTX 1660",,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC-7,10.0.x.x,20 Mbps,Not Detected,"Smooth, Curved Movements","[0.7, 1.2, 2.4]",Varies Depending on Content,Varied Pressure Levels,"[4.4, 2.4, 4.9]","[52.4, 50.5, 51.4]",Periodic Inactivity,Varied Typing Speed,Hover Flickers
Bot,Java/1.8.0_281,1280x800,Custom OS RANDOM_TEXT,es-ES,No GPU Info,Repeated,Basic Plugins,,Randomized,Proxy/VPN IP,Burst Mode,Detected,Linear Movements,"[0.39, 0.57, 0.36]",Full Scroll Immediately,Emulated Pressure,"[0.1, 0.2, 0.2]","[0.9, 0.1, 0.7]",Continuous Activity,No Errors,No Jitter
Human,,1600x900,iOS,en-US,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+3,172.16.x.x,50 Mbps,Not Detected,Erratic,"[1.7, 1.5, 1.1]",Multiple Scrolls,Slightly Hard Press,"[2.6, 2.3, 3.8]","[34.7, 30.4, 24.4]",Bursts of Activity,Varied Typing Speed,Hesitant
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1536x864,Windows 10,es-ES,"Intel Core i5, Intel Iris Xe ###",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC-7,10.0.x.x,200 Mbps,Not Detected,Hovering,"[2.4, 1.8, 1.2]",Multiple Scrolls,Natural Touch,"[3.1, 1.9, 4.7]","[15.7, 11.3, 46.5]",Periodic Inactivity,Natural Pauses,Hover Flickers
Bot,Scrapy/2.4.1 (+https://scrapy.org),9999x9999,Unknown Unix,en-US,Unknown,Repeated,,Same Hash,No Timezone Info,Spoofed IP,Low Latency Bot,Detected,Predictable Paths,"[0.5, 0.6, 0.5]",Jump to Bottom,Same Pressure,"[0.2, 0.2, 0.2]","[0.27, 0.38, 0.52]",No Breaks,Perfect Rhythm,Snaps to Target
Bot,Java/1.8.0_281,9999x9999,Custom OS,es-ES,Virtual CPU,Repeated,Basic Plugins,Same Hash $$$,No Timezone Info,Spoofed IP,High Speed,Detected,No Movement,"[0.5, 0.4, 0.5]",,Constant Pressure,"[0.4, 0.4, 0.2]","[0.7, 0.2, 0.8]",Timed Triggers,Perfect Rhythm,No Jitter
Bot,Java/1.8.0_281,320x240,Unknown Unix RANDOM_TEXT,fr-FR,Emulated GPU,Repeated,No Plugins Detected,Same Hash,Randomized,Proxy/VPN IP,Unrealistic Speed,Detected,Predictable Paths $$$,"[0.5, 0.4, 0.4]",No Scroll,Same Pressure,"[0.4, 0.2, 0.5]","[0.7, 0.2, 0.7]",Continuous Activity,No Errors,Snaps to Target
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,828x1792,Android RANDOM_TEXT,fr-FR,"Apple M1, Integrated GPU",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+8,192.168.x.x,50 Mbps,Not Detected,,"[1.2, 2.3, 2.2]",Varies Depending on Content,Light Tap,"[1.8, 1.1, 2.4]","[38.6, 44.4, 41.4]",Bursts of Activity,Occasional Errors,Hover Flickers
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1440x900,macOS,de-DE,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+8,192.168.x.x,75 Mbps,Not Detected,"Smooth, Curved Movements","[1.3, 0.8, 2.4]",Multiple Scrolls,Slightly Hard Press,"[3.5, 4.3, 4.0]","[34.3, 23.4, 36.6]",Pause After Action !@#,Varied Typing Speed,Hesitant
Bot,HeadlessChrome/88.0.4324.96,1280x800,Headless Chrome,en-GB,NoG PU Info,Repeated,Basic Plugins,Same Hash,Spoofed,Spoofed IP,Low Latency Bot,,Predictable Paths,"[0.5, 0.5, 0.4]",Jump to Bottom,Constant Pressure,"[0.3 ,0.2, 0.5]","[1.0, 0.5, 0.8]",No Breaks,Constant Typing Speed,Precise Placement
Bot,curl/7.64.1,320x240,Custom OS,en-GB,No GPU Info,Repeated,Basic Plugins,Same Hash,Randomized,,Burs tMode,Detected,No Movement,"[0.4, 0.6, 0.6]",No Scroll,Emulated Pressure,"[0.4, 0.1, 0.4]","[0.9, 0.5, 0.9]",No Breaks,No Errors,Snaps to Target
Bot,Java/1.8.0_281,640x480,Headless Chrome,en-US,Unknown,Repeated,No Plugins Detected ???,Same Hash,No Timezone Info,Proxy/VPN IP,Unrealistic Speed,Detected,Too Precise $$$,"[0.5, 0.5, 0.5]",Full Scroll Immediately,No Touch Data,"[0.2, 0.2, 0.1]","[0.3, 0.4, 0.5]",Continuous Activity,Constant Typing Speed,Snaps to Target
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,828x1792 ???,Linux,en-US,"Intel Core i5, Intel Iris Xe",Unique,,Unique Hash,,10.0.x.x,200 Mbps,Not Detected,Erratic,"[0.8, 1.6, 1.5]",Varies Depending on Content,Light Tap,"[4.7, 1.9, 1.5]","[44.3, 36.5, 50.1]",,Occasional Errors,Hesitant
Bot,Googlebot/2.1 (+http://www.google.com/bot.html),1024x768,Custom OS,de-DE,No GPU Info,Repeated,,Same Hash,No Timezone Info,aDtacenter IP,Unrealistic Speed,Detected,Too Precise,"[0.4, 0.5, 0.4]",Instant Scroll,Emulated Pressure ###,"[0.2, 0.4, 0.4]","[0.7, 0.5, 0.2]",No Breaks,No Errors,Snaps to Target
Bot,Googlebot/2.1 (+http://www.google.com/bot.html),1024x768,,fr-FR,Emulated GPU,Repeated,Emulated Flash,Same Hash,Spoofed,Datacenter IP,Burst Mode,Deetcted,,"[0.5, 0.5, 0.5]",Full Scroll Immediately,Emulated Pressure,"[0.4, .01, 0.2]","[0.2, 0.7, 0.2]",Continuous Activity,Constant Typing Speed,No Jitter
Human,Scrapy/2.4.1 (+https://scrapy.org),300x300,Linux,en-GB,No GPU Info,Repeated,No Plugins Detected,Same Hash,Randomized,Datacenter IP,High Speed,Detected,No Movement,,Full Scroll Immediately,Same Pressure,"[0.4, 0.1, 0.4]","[0.5, 0.5, 0.8]",Timed Triggers,No Errors,No Jitter
Bot,Java/1.8.0_281,1280x800,Custom OS !@#,en-GB,Emulated GPU,Repeated,,Same Hash,UTC+0,Proxy/VPN IP,High Speed,Detetced,No Movement,"[0.4, 0.6, 0.5]",Jump to Bottom,Same Pressure,"[0.2, 0.3, 0.2]","[0.9, 0.6, 0.2]",Timed Triggers,Constant Typing Speed,No Jitter $$$
Bot,Googlebot/2.1 (+http://www.google.com/bot.html),460x480,Headless Chrome,es-ES,Virtual CPU,Repeated,No Plugins Detected,Same Hash,UTC+0,Spoofed IP,Low Latency Bot,Detected,Too Precise,,No Scroll,Constant Pressure,"[0.4, 0.4, 0.2]","[0.37, 0.58, 0.45]",Continuous Activity ###,Constant Typing Speed,Precise Placement
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1280x720,Linux,en-GB,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+3 RANDOM_TEXT,192.168.x.x,100 Mbps,Not Detected,,"[1.1, 1.5, 3.0]",Varies Depending on Content,Slightly Hard Press,"[4.6, 3.1, 2.9]","[47.8, 45.2, 42.0]",Bursts of Activity,Natural Pauses,Hover Flickers
Bot,Googlebot/2.1 (+http://www.google.com/bot.htlm),300x300,Unknown Unix,es-ES,Unknown,Repeated,,Same Hash,UTC+0,IPv6 Tunnel,Low Latency Bot,Detected,Linear Movements,"[0.4, 0.4, 0.6]",Instant Scroll,Same Pressure,,,Continuous Activity,Constant Typing Speed,No Jitter
Bot,HeadlessChrome/88.0.4324.96,300x300,Unknown Unix,de-DE,Virtual CPU,Repeated,,Same Hash,No Timezone Info,Spoofed IP,Burst Mode,Detected,No Movement,"[0.5, 0.5, 0.6]",Instant Scroll,Same Pressure,"[0.13, 0.25, 0.21]","[0.8, 0.4, 0.7]",Continuous Activity,Perfect Rhythm,Snaps to Target
Bot,Googlebot/2.1 (+http://www.google.com/bot.html),1280x800,Linux,de-DE,Emulated GPU,Repeated,,Same Hash,No Timezone Info,Datacenter IP,Unrealistic Speed,Detected,Too Precise,"[0.6, 0.5, 0.5]",Jump to Bottom,,"[0.2, 0.2, 0.2]","[0.5, 0.8, 0.8]",Continuous Activity,No Errors,Precise Placeemnt
Bot,Java/1.8.0_281,1280x800,Headless Chrome,es-ES,No GPU Info,Repeated,Emulated Flash,Same Hash,No Timezone Info,Proxy/VPN IP,Low Latency Bot,,Too Precise,,No Scroll,No Tocuh Data,,"[0.7, 0.5, 0.8]",No Breaks,No Errors,Snaps to Target
Bot,Python-urllib/3.9,800x600,Custom OS,en-GB,No GPU Info,Repeated,No Plugins Dteected,Same Hash,Spoofed,Datacenter IP,Burst Mode,Detected,Predictable Paths RANDOM_TEXT,"[0.4, 0.5, 0.5]",Jump to Bottom,Emulated Pressure,"[0.3, 0.3, 0.3]","[0.9, 0.3, 0.7]",Timed Triggers,Perfect Rhythm,Snaps to Target
Bot,HeadlessChrome/88.0.4324.96,640x480,Unknown Unix,en-US,Generic CPU/GPU,Repeated,Basic Plugins,Same Hash,Randomized,Datacenter IP,Low Latency Bot RANDOM_TEXT,Detected,Predictable Paths,"[0.6, 0.4, 0.5]",Jump to Bottom,Same Pressure,"[0.5, 0.2, 0.2]","[0.6, 0.3, 0.2]",No Breaks,Constant Typing Speed,Precise Placement
Bot,Java/1.8.0_281,300x300,Unknown,en-US,,Repeated,Basic Plugins,,Spoofed,Spoofed IP,Unrealistic Speed,Detected,Linear Movements,"[0.6, 0.4, 0.4]",Instant Scroll,Constant Pressure,"[0.3, 0.2, 0.2]",,Continuous Activity,No Errors,No Jitter
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1920x1080,macOS,fr-FR,"Apple M1, Integrated GPU",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+1,192.168.x.x,50 Mbps,Not Detected,Erratic,"[1.2, 1.1, 2.1]",Slow Scroll,Natural Touch,"[4.5, 3.9, 3.5]","[47.38, 47.68, 59.65]",Pause After Action,Occasional Errors,Hesitant
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1536x864,Windows 11,en-GB,"Intel Core i5, Intel Iris Xe",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC+3,192.168.x.x,20 Mbps,Not Detected,Erratic,"[1.9, 2.5, 2.2]",Multiple Scrolls,Slightly Hard Press,"[1.4, 3.5, 1.6]","[24.8, 57.0, 28.6]",Bursts of Activity,Occasional Errors,Hover Flickers
Human,curl/7.64.1,320x240,Unknown,fr-FR,No GPU Info,Repeated,Basic Plugins,Same Hash,Randomized,Proxy/VPN IP,Burst Mode,Detected,Linear Movements,"[0.5, 0.5, 0.6]",Jump to Bottom,No Touch Data,"[0.1, 0.5, 0.4]","[0.4, 0.8, 1.0]",Timed Triggers,Constant Typing Speed,No Jitter
Bot,Python-urllib/3.9,1280x800,Unknown Unix,de-DE,No GPU Info,Repeated,No Plugins Detected,Same Hash,Randomized,IPv6 Tunnel,Low Latency Bot,Detected,Too Precise,"[0.5, 0.5, 0.4]",Instant Scroll,Constant Pressure,"[0.4, 0.2, 0.2]","[0.7, 0.6, 0.7]",Continuous Activity,Perfect Rhythm,Precise Placement
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1440x900,macOS,fr-FR,"Apple M1, Integrated GPU",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+3,,20 Mbps,Not Detected,Occasional Pauses,"[0.7, 2.6, 1.3]",Slow Scroll,Varied Pressure Levels,"[1.0, 4.7, 2.8] !@#","[17.4, 40.8, 20.9]",,Occasional Errors,Hover Flickers
